location,lat,lng
"Los Veteranos I, Texas, TX, United States, US",27.6333,-99.2186
"Progreso, Texas, TX, United States, US",26.0962,-97.9566
"Laughlin AFB, Texas, TX, United States, US",29.3568,-100.7828
"Bruni, Texas, TX, United States, US",27.4282,-98.8322
"Callender Lake, Texas, TX, United States, US",32.3675,-95.6983
"Richwood, Texas, TX, United States, US",29.0723,-95.4045
"Ames, Texas, TX, United States, US",30.0451,-94.7373
"Bee Cave, Texas, TX, United States, US",30.3084,-97.9629
"Aransas Pass, Texas, TX, United States, US",27.8877,-97.1134
"Old River-Winfree, Texas, TX, United States, US",29.8745,-94.8268
"Mentone, Texas, TX, United States, US",31.7073,-103.5989
"Bristol, Texas, TX, United States, US",32.455,-96.5672
"China Grove, Texas, TX, United States, US",29.393,-98.3443
"Alvord, Texas, TX, United States, US",33.3569,-97.696
"Sandy Oaks, Texas, TX, United States, US",29.1821,-98.4081
"Floydada, Texas, TX, United States, US",33.9835,-101.3367
"Sun Valley, Texas, TX, United States, US",33.6703,-95.4286
"Sanger, Texas, TX, United States, US",33.3712,-97.1677
"Red Lick, Texas, TX, United States, US",33.4767,-94.1688
"Karnes City, Texas, TX, United States, US",28.8858,-97.9002
"Midland, Texas, TX, United States, US",32.0249,-102.1137
"Naples, Texas, TX, United States, US",33.203,-94.6776
"Trinity, Texas, TX, United States, US",30.9445,-95.3736
"Liverpool, Texas, TX, United States, US",29.3018,-95.2744
"Aubrey, Texas, TX, United States, US",33.2872,-96.9623
"Browndell, Texas, TX, United States, US",31.1254,-93.9802
"Iredell, Texas, TX, United States, US",31.9866,-97.8719
"Atlanta, Texas, TX, United States, US",33.1136,-94.1672
"Manchaca, Texas, TX, United States, US",30.1353,-97.8362
"Sunray, Texas, TX, United States, US",36.0182,-101.8245
"Maud, Texas, TX, United States, US",33.3299,-94.3461
"Garden City, Texas, TX, United States, US",31.8674,-101.4864
"Bayview, Texas, TX, United States, US",26.1325,-97.3973
"League City, Texas, TX, United States, US",29.4874,-95.1087
"Laredo Ranchettes West, Texas, TX, United States, US",27.4901,-99.3702
"Lakeside, Texas, TX, United States, US",32.8219,-97.4869
"Petronila, Texas, TX, United States, US",27.6713,-97.6322
"Azle, Texas, TX, United States, US",32.8955,-97.5379
"La Rosita, Texas, TX, United States, US",26.402,-98.9326
"Gholson, Texas, TX, United States, US",31.7123,-97.2359
"Ivanhoe, Texas, TX, United States, US",30.6799,-94.4154
"Normangee, Texas, TX, United States, US",31.03,-96.1161
"Bayside, Texas, TX, United States, US",28.0966,-97.2109
"Hubbard, Texas, TX, United States, US",31.847,-96.8003
"Ore City, Texas, TX, United States, US",32.8008,-94.7182
"Anacua, Texas, TX, United States, US",26.3856,-98.9191
"Little Elm, Texas, TX, United States, US",33.1856,-96.929
"Santa Cruz, Texas, TX, United States, US",26.3537,-98.7676
"Dickens, Texas, TX, United States, US",33.6213,-100.8368
"Powell, Texas, TX, United States, US",32.1128,-96.3236
"Castle Hills, Texas, TX, United States, US",29.5229,-98.5197
"La Chuparosa, Texas, TX, United States, US",26.4037,-98.9268
"Lockney, Texas, TX, United States, US",34.1231,-101.4424
"White Deer, Texas, TX, United States, US",35.4332,-101.1751
"Placedo, Texas, TX, United States, US",28.6919,-96.8258
"New Chapel Hill, Texas, TX, United States, US",32.3012,-95.1674
"Four Points, Texas, TX, United States, US",27.7964,-99.4548
"Niederwald, Texas, TX, United States, US",30.0043,-97.754
"Center, Texas, TX, United States, US",31.7929,-94.1795
"Aspermont, Texas, TX, United States, US",33.1405,-100.2253
"Wyldwood, Texas, TX, United States, US",30.1299,-97.48
"Savannah, Texas, TX, United States, US",33.2257,-96.9081
"Scenic Oaks, Texas, TX, United States, US",29.7038,-98.6712
"Caney City, Texas, TX, United States, US",32.2096,-96.0381
"Onalaska, Texas, TX, United States, US",30.8209,-95.111
"Aledo, Texas, TX, United States, US",32.6974,-97.607
"Ovilla, Texas, TX, United States, US",32.5351,-96.8896
"Oakhurst, Texas, TX, United States, US",30.7434,-95.3072
"Eldorado, Texas, TX, United States, US",30.8617,-100.5979
"Winnie, Texas, TX, United States, US",29.8167,-94.3807
"Universal City, Texas, TX, United States, US",29.5521,-98.3074
"Combine, Texas, TX, United States, US",32.591,-96.5202
"Arcola, Texas, TX, United States, US",29.5032,-95.4693
"Woodway, Texas, TX, United States, US",31.4988,-97.2314
"Talco, Texas, TX, United States, US",33.3628,-95.1034
"Grays Prairie, Texas, TX, United States, US",32.4734,-96.3502
"El Cenizo, Texas, TX, United States, US",27.3318,-99.5028
"Fate, Texas, TX, United States, US",32.9432,-96.3863
"Rafael Pena, Texas, TX, United States, US",26.301,-98.6409
"Spring Gardens, Texas, TX, United States, US",27.7615,-97.7419
"Jewett, Texas, TX, United States, US",31.3627,-96.1455
"Miami, Texas, TX, United States, US",35.6924,-100.6416
"Menard, Texas, TX, United States, US",30.9185,-99.7837
"Los Huisaches, Texas, TX, United States, US",27.907,-99.4758
"Progreso Lakes, Texas, TX, United States, US",26.0712,-97.9587
"Ozona, Texas, TX, United States, US",30.7074,-101.2059
"Yoakum, Texas, TX, United States, US",29.2933,-97.1469
"Woodville, Texas, TX, United States, US",30.774,-94.4236
"Cleveland, Texas, TX, United States, US",30.3369,-95.0924
"Balmorhea, Texas, TX, United States, US",30.984,-103.7438
"Corsicana, Texas, TX, United States, US",32.0821,-96.468
"Carlsbad, Texas, TX, United States, US",31.6112,-100.6406
"Santa Maria, Texas, TX, United States, US",26.0767,-97.8464
"Waelder, Texas, TX, United States, US",29.6943,-97.2972
"Garrett, Texas, TX, United States, US",32.3681,-96.6543
"Lone Star, Texas, TX, United States, US",32.9392,-94.7091
"Troup, Texas, TX, United States, US",32.145,-95.1229
"Thorndale, Texas, TX, United States, US",30.6141,-97.2067
"Kendleton, Texas, TX, United States, US",29.447,-96.001
"Wild Peach Village, Texas, TX, United States, US",29.0811,-95.6373
"Forney, Texas, TX, United States, US",32.744,-96.4529
"Eidson Road, Texas, TX, United States, US",28.6677,-100.4787
"Victoria Vera, Texas, TX, United States, US",26.3182,-98.6929
"Reid Hope King, Texas, TX, United States, US",25.9228,-97.414
"Appleby, Texas, TX, United States, US",31.717,-94.6078
"Mikes, Texas, TX, United States, US",26.3147,-98.6336
"Shavano Park, Texas, TX, United States, US",29.5862,-98.5562
"Justin, Texas, TX, United States, US",33.0863,-97.3009
"Iglesia Antigua, Texas, TX, United States, US",26.0749,-97.8342
"Fort Worth, Texas, TX, United States, US",32.7812,-97.3472
"San Augustine, Texas, TX, United States, US",31.5297,-94.1108
"Rocky Mound, Texas, TX, United States, US",33.0286,-95.0283
"Lopezville, Texas, TX, United States, US",26.2453,-98.1537
"Camargito, Texas, TX, United States, US",26.3451,-98.7387
"San Pedro, Texas, TX, United States, US",25.9815,-97.5882
"Rio Grande City, Texas, TX, United States, US",26.3808,-98.8216
"Channing, Texas, TX, United States, US",35.6819,-102.3322
"Mount Calm, Texas, TX, United States, US",31.7566,-96.8819
"Clifton, Texas, TX, United States, US",31.7822,-97.5824
"Sadler, Texas, TX, United States, US",33.6821,-96.8487
"Lampasas, Texas, TX, United States, US",31.064,-98.1824
"La Grulla, Texas, TX, United States, US",26.272,-98.6483
"La Carla, Texas, TX, United States, US",26.4354,-98.7406
"Waco, Texas, TX, United States, US",31.5597,-97.1882
"Emory, Texas, TX, United States, US",32.8765,-95.7677
"Grapevine, Texas, TX, United States, US",32.9343,-97.0744
"Snyder, Texas, TX, United States, US",32.7133,-100.9113
"Granjeno, Texas, TX, United States, US",26.1374,-98.3031
"Joaquin, Texas, TX, United States, US",31.9659,-94.0504
"Laredo, Texas, TX, United States, US",27.5617,-99.4874
"Nederland, Texas, TX, United States, US",29.9707,-94.0015
"Green Valley Farms, Texas, TX, United States, US",26.1219,-97.561
"Gail, Texas, TX, United States, US",32.767,-101.4465
"Memphis, Texas, TX, United States, US",34.7268,-100.5417
"Paloma Creek South, Texas, TX, United States, US",33.21,-96.9327
"Shady Shores, Texas, TX, United States, US",33.1627,-97.0394
"Fort Bliss, Texas, TX, United States, US",31.8137,-106.4119
"Groveton, Texas, TX, United States, US",31.0572,-95.1269
"Domino, Texas, TX, United States, US",33.2493,-94.1162
"Lacy-Lakeview, Texas, TX, United States, US",31.6292,-97.1052
"Weston, Texas, TX, United States, US",33.33,-96.6676
"Luling, Texas, TX, United States, US",29.6814,-97.6468
"Dawson, Texas, TX, United States, US",31.8941,-96.7151
"Weslaco, Texas, TX, United States, US",26.1648,-97.9898
"Orason, Texas, TX, United States, US",26.0742,-97.4458
"Bigfoot, Texas, TX, United States, US",29.0619,-98.8522
"Westminster, Texas, TX, United States, US",33.3649,-96.4598
"Nocona Hills, Texas, TX, United States, US",33.8524,-97.6435
"Megargel, Texas, TX, United States, US",33.4535,-98.9298
"Canyon Lake, Texas, TX, United States, US",29.8761,-98.2611
"Mertens, Texas, TX, United States, US",32.0589,-96.8938
"Wheeler, Texas, TX, United States, US",35.4411,-100.2752
"Moore Station, Texas, TX, United States, US",32.1905,-95.5704
"Anthony, Texas, TX, United States, US",31.9876,-106.5933
"Talty, Texas, TX, United States, US",32.6944,-96.4008
"Rule, Texas, TX, United States, US",33.1819,-99.8932
"Roxton, Texas, TX, United States, US",33.5454,-95.7247
"Campo Verde, Texas, TX, United States, US",26.3916,-98.914
"Richardson, Texas, TX, United States, US",32.9717,-96.7092
"Norco, Louisiana, LA, United States, US",29.9986,-90.4036
"Homer, Louisiana, LA, United States, US",32.793,-93.0582
"Avondale, Louisiana, LA, United States, US",29.9072,-90.1933
"Glencoe, Louisiana, LA, United States, US",29.8113,-91.6705
"New Iberia, Louisiana, LA, United States, US",30.0049,-91.8202
"Triumph, Louisiana, LA, United States, US",29.3443,-89.4683
"Pitkin, Louisiana, LA, United States, US",30.9344,-92.9268
"White Castle, Louisiana, LA, United States, US",30.161,-91.1495
"Montz, Louisiana, LA, United States, US",30.0168,-90.4634
"Pineville, Louisiana, LA, United States, US",31.3414,-92.4096
"Sicily Island, Louisiana, LA, United States, US",31.8492,-91.6599
"Spokane, Louisiana, LA, United States, US",31.713,-91.4453
"Midway, Louisiana, LA, United States, US",31.6788,-92.1493
"Brownsville, Louisiana, LA, United States, US",32.4883,-92.1619
"Eastwood, Louisiana, LA, United States, US",32.5606,-93.5625
"Ferriday, Louisiana, LA, United States, US",31.6343,-91.5562
"Franklinton, Louisiana, LA, United States, US",30.8479,-90.1459
"Norwood, Louisiana, LA, United States, US",30.9682,-91.1125
"Boyce, Louisiana, LA, United States, US",31.3906,-92.6699
"Paincourtville, Louisiana, LA, United States, US",29.9886,-91.0555
"Ventress, Louisiana, LA, United States, US",30.6824,-91.4248
"Siracusaville, Louisiana, LA, United States, US",29.6886,-91.1522
"Winnfield, Louisiana, LA, United States, US",31.924,-92.6425
"Livonia, Louisiana, LA, United States, US",30.5623,-91.5502
"Carencro, Louisiana, LA, United States, US",30.3126,-92.0387
"Cut Off, Louisiana, LA, United States, US",29.5164,-90.3291
"Bawcomville, Louisiana, LA, United States, US",32.4703,-92.1736
"Livingston, Louisiana, LA, United States, US",30.4953,-90.7467
"Elizabeth, Louisiana, LA, United States, US",30.867,-92.7986
"Albany, Louisiana, LA, United States, US",30.5026,-90.5848
"Sikes, Louisiana, LA, United States, US",32.079,-92.4863
"Barataria, Louisiana, LA, United States, US",29.7092,-90.1217
"Ringgold, Louisiana, LA, United States, US",32.3261,-93.2837
"Opelousas, Louisiana, LA, United States, US",30.528,-92.0851
"Pleasure Bend, Louisiana, LA, United States, US",29.9205,-90.6458
"New Orleans, Louisiana, LA, United States, US",30.0687,-89.9288
"Iowa, Louisiana, LA, United States, US",30.2393,-93.0128
"Dulac, Louisiana, LA, United States, US",29.3864,-90.7081
"Bastrop, Louisiana, LA, United States, US",32.7749,-91.9058
"Creola, Louisiana, LA, United States, US",31.43,-92.4829
"Berwick, Louisiana, LA, United States, US",29.7013,-91.2377
"Charenton, Louisiana, LA, United States, US",29.8685,-91.5388
"Oretta, Louisiana, LA, United States, US",30.5289,-93.4391
"DeQuincy, Louisiana, LA, United States, US",30.449,-93.4455
"Brownfields, Louisiana, LA, United States, US",30.5467,-91.1225
"Port Allen, Louisiana, LA, United States, US",30.4456,-91.2098
"River Ridge, Louisiana, LA, United States, US",29.9593,-90.2202
"Provencal, Louisiana, LA, United States, US",31.6547,-93.1999
"Bonita, Louisiana, LA, United States, US",32.9206,-91.6751
"Kinder, Louisiana, LA, United States, US",30.4835,-92.8508
"Bayou Country Club, Louisiana, LA, United States, US",29.78,-90.7893
"Roseland, Louisiana, LA, United States, US",30.7646,-90.5114
"Pearl River, Louisiana, LA, United States, US",30.3687,-89.7495
"Sorrento, Louisiana, LA, United States, US",30.1828,-90.8674
"Ruston, Louisiana, LA, United States, US",32.5329,-92.6361
"Lemannville, Louisiana, LA, United States, US",30.1028,-90.9239
"Chataignier, Louisiana, LA, United States, US",30.5696,-92.3169
"Hammond, Louisiana, LA, United States, US",30.5061,-90.4563
"Kraemer, Louisiana, LA, United States, US",29.8606,-90.6337
"Singer, Louisiana, LA, United States, US",30.6512,-93.4117
"Abbeville, Louisiana, LA, United States, US",29.975,-92.1266
"Reserve, Louisiana, LA, United States, US",30.0741,-90.5557
"Hahnville, Louisiana, LA, United States, US",29.9641,-90.4141
"Harahan, Louisiana, LA, United States, US",29.9374,-90.203
"Buras, Louisiana, LA, United States, US",29.3528,-89.5248
"Poydras, Louisiana, LA, United States, US",29.8625,-89.8877
"Milton, Louisiana, LA, United States, US",30.1122,-92.071
"Vinton, Louisiana, LA, United States, US",30.1957,-93.5818
"Cecilia, Louisiana, LA, United States, US",30.3368,-91.8476
"Watson, Louisiana, LA, United States, US",30.575,-90.9508
"Port Sulphur, Louisiana, LA, United States, US",29.5043,-89.7202
"Doyline, Louisiana, LA, United States, US",32.525,-93.4118
"Church Point, Louisiana, LA, United States, US",30.4037,-92.2145
"Carlyss, Louisiana, LA, United States, US",30.1762,-93.3704
"Eunice, Louisiana, LA, United States, US",30.4904,-92.4191
"Dubberly, Louisiana, LA, United States, US",32.5413,-93.2373
"Bunkie, Louisiana, LA, United States, US",30.954,-92.1884
"Paradis, Louisiana, LA, United States, US",29.868,-90.4398
"Union, Louisiana, LA, United States, US",30.0917,-90.8844
"Grosse Tete, Louisiana, LA, United States, US",30.4148,-91.4395
"South Mansfield, Louisiana, LA, United States, US",32.0181,-93.7237
"Junction City, Louisiana, LA, United States, US",33.0073,-92.7224
"Oak Ridge, Louisiana, LA, United States, US",32.6244,-91.7731
"Dubach, Louisiana, LA, United States, US",32.702,-92.6575
"Fort Jesup, Louisiana, LA, United States, US",31.6118,-93.4077
"Mathews, Louisiana, LA, United States, US",29.6821,-90.5559
"Bayou Vista, Louisiana, LA, United States, US",29.6912,-91.2672
"Parks, Louisiana, LA, United States, US",30.2173,-91.8271
"Gretna, Louisiana, LA, United States, US",29.91,-90.0515
"St. James, Louisiana, LA, United States, US",30.0185,-90.8513
"Egan, Louisiana, LA, United States, US",30.246,-92.5135
"Oakdale, Louisiana, LA, United States, US",30.8158,-92.6541
"Baton Rouge, Louisiana, LA, United States, US",30.4419,-91.131
"Hodge, Louisiana, LA, United States, US",32.2719,-92.7303
"Chauvin, Louisiana, LA, United States, US",29.4456,-90.5939
"Sarepta, Louisiana, LA, United States, US",32.8963,-93.4514
"Melville, Louisiana, LA, United States, US",30.6917,-91.7485
"Lawtell, Louisiana, LA, United States, US",30.5126,-92.1832
"Broussard, Louisiana, LA, United States, US",30.1393,-91.9539
"Converse, Louisiana, LA, United States, US",31.7795,-93.7001
"Deville, Louisiana, LA, United States, US",31.3398,-92.1389
"Palmetto, Louisiana, LA, United States, US",30.7177,-91.9082
"Bernice, Louisiana, LA, United States, US",32.8276,-92.6584
"Epps, Louisiana, LA, United States, US",32.6038,-91.4814
"Leesville, Louisiana, LA, United States, US",31.1398,-93.2741
"Village St. George, Louisiana, LA, United States, US",30.3598,-91.0672
"Evergreen, Louisiana, LA, United States, US",30.9527,-92.1052
"Welcome, Louisiana, LA, United States, US",30.0474,-90.8823
"Bayou Gauche, Louisiana, LA, United States, US",29.8081,-90.421
"Anacoco, Louisiana, LA, United States, US",31.2545,-93.344
"Jonesville, Louisiana, LA, United States, US",31.6238,-91.83
"Blanchard, Louisiana, LA, United States, US",32.6091,-93.8841
"Oil City, Louisiana, LA, United States, US",32.7453,-93.9758
"Marion, Louisiana, LA, United States, US",32.8997,-92.2405
"Golden Meadow, Louisiana, LA, United States, US",29.3876,-90.2739
"Roanoke, Louisiana, LA, United States, US",30.2355,-92.7481
"Mount Lebanon, Louisiana, LA, United States, US",32.5053,-93.0499
"Henderson, Louisiana, LA, United States, US",30.3186,-91.8039
"Vienna Bend, Louisiana, LA, United States, US",31.7372,-93.0343
"Delcambre, Louisiana, LA, United States, US",29.9515,-91.9917
"Eden Isle, Louisiana, LA, United States, US",30.2279,-89.7987
"Elton, Louisiana, LA, United States, US",30.4812,-92.6976
"Pierre Part, Louisiana, LA, United States, US",29.9555,-91.2074
"Harrisonburg, Louisiana, LA, United States, US",31.7681,-91.825
"Belle Rose, Louisiana, LA, United States, US",30.0422,-91.0498
"Grand Coteau, Louisiana, LA, United States, US",30.4202,-92.0438
"Jonesboro, Louisiana, LA, United States, US",32.2347,-92.7098
"Campti, Louisiana, LA, United States, US",31.898,-93.1158
"Krotz Springs, Louisiana, LA, United States, US",30.5323,-91.7518
